date YYY-MM-DD,rigidity_min GV,rigidity_max GV,electron_flux m^-2sr^-1s^-1GV^-1,electron_flux_error_statistical m^-2sr^-1s^-1GV^-1,electron_flux_error_timedependent m^-2sr^-1s^-1GV^-1
16.6,22.8,0.02581,0.00063,0.00026,0.00038
22.8,41.9,0.006307,0.00015,6.3e-05,9.4e-05
1.0,1.71,21.25,0.47,0.42,0.62
1.71,2.97,10.18,0.08,0.15,0.22
2.97,4.02,4.417,0.043,0.044,0.072
4.02,5.9,1.863,0.017,0.019,0.028
5.9,7.09,0.8548,0.0116,0.0085,0.0127
7.09,8.48,0.4938,0.0075,0.0049,0.0073
8.48,11.0,0.2528,0.0038,0.0025,0.0038
11.0,16.6,0.08483,0.00141,0.00085,0.00126
16.6,22.8,0.02635,0.00065,0.00026,0.00039
22.8,41.9,0.005913,0.000146,5.9e-05,8.8e-05
1.0,1.71,21.06,0.49,0.42,0.61
1.71,2.97,9.993,0.076,0.15,0.212
2.97,4.02,4.4,0.042,0.044,0.072
4.02,5.9,1.862,0.016,0.019,0.028
5.9,7.09,0.8144,0.0111,0.0081,0.0121
7.09,8.48,0.4881,0.0074,0.0049,0.0073
8.48,11.0,0.2484,0.0038,0.0025,0.0037
11.0,16.6,0.08459,0.0014,0.00085,0.00126
16.6,22.8,0.02364,0.00061,0.00024,0.00035
22.8,41.9,0.005758,0.000145,5.8e-05,8.6e-05
1.0,1.71,21.32,0.49,0.43,0.62
1.71,2.97,10.09,0.08,0.15,0.21
2.97,4.02,4.364,0.045,0.044,0.072
4.02,5.9,1.896,0.017,0.019,0.028
5.9,7.09,0.8605,0.0119,0.0086,0.0128
7.09,8.48,0.4821,0.0075,0.0048,0.0072
8.48,11.0,0.2437,0.0038,0.0024,0.0036
11.0,16.6,0.08411,0.00143,0.00084,0.00125
16.6,22.8,0.02524,0.00065,0.00025,0.00038
22.8,41.9,0.005691,0.000147,5.7e-05,8.5e-05
1.0,1.71,21.97,0.48,0.44,0.64
1.71,2.97,10.21,0.08,0.15,0.22
2.97,4.02,4.455,0.043,0.045,0.073
4.02,5.9,1.918,0.017,0.019,0.029
5.9,7.09,0.8575,0.0116,0.0086,0.0127
7.09,8.48,0.5032,0.0076,0.005,0.0075
8.48,11.0,0.2559,0.0039,0.0026,0.0038
11.0,16.6,0.08266,0.00139,0.00083,0.00123
16.6,22.8,0.02578,0.00064,0.00026,0.00038
22.8,41.9,0.005974,0.000147,6e-05,8.9e-05
1.0,1.71,21.45,0.48,0.43,0.62
1.71,2.97,10.56,0.08,0.16,0.22
2.97,4.02,4.507,0.044,0.045,0.074
4.02,5.9,1.931,0.017,0.019,0.029
5.9,7.09,0.8797,0.0117,0.0088,0.0131
7.09,8.48,0.5015,0.0075,0.005,0.0075
8.48,11.0,0.2531,0.0038,0.0025,0.0038
11.0,16.6,0.08573,0.00142,0.00086,0.00127
16.6,22.8,0.02597,0.00065,0.00026,0.00039
22.8,41.9,0.005955,0.000147,6e-05,8.9e-05
1.0,1.71,21.47,0.47,0.43,0.62
1.71,2.97,10.62,0.09,0.16,0.23
2.97,4.02,4.623,0.047,0.046,0.076
4.02,5.9,1.975,0.018,0.02,0.029
5.9,7.09,0.8864,0.0123,0.0089,0.0132
7.09,8.48,0.5091,0.0079,0.0051,0.0076
8.48,11.0,0.2488,0.0039,0.0025,0.0037
11.0,16.6,0.08785,0.00148,0.00088,0.00131
16.6,22.8,0.02647,0.00068,0.00026,0.00039
22.8,41.9,0.00571,0.000148,5.7e-05,8.5e-05
1.0,1.71,22.93,0.53,0.46,0.66
1.71,2.97,10.78,0.08,0.16,0.23
2.97,4.02,4.693,0.046,0.047,0.077
4.02,5.9,1.974,0.018,0.02,0.029
5.9,7.09,0.9031,0.0124,0.009,0.0134
7.09,8.48,0.5155,0.008,0.0052,0.0077
8.48,11.0,0.2636,0.0041,0.0026,0.0039
11.0,16.6,0.0891,0.0015,0.00089,0.00132
16.6,22.8,0.02609,0.00067,0.00026,0.00039
22.8,41.9,0.005854,0.000151,5.9e-05,8.7e-05
1.0,1.71,22.76,0.51,0.46,0.66
1.71,2.97,10.93,0.08,0.16,0.23
2.97,4.02,4.722,0.045,0.047,0.077
4.02,5.9,2.018,0.017,0.02,0.03
5.9,7.09,0.8956,0.0119,0.009,0.0133
7.09,8.48,0.5083,0.0076,0.0051,0.0076
8.48,11.0,0.2598,0.0039,0.0026,0.0039
11.0,16.6,0.08657,0.00143,0.00087,0.00129
16.6,22.8,0.02493,0.00064,0.00025,0.00037
22.8,41.9,0.005791,0.000146,5.8e-05,8.6e-05
1.0,1.71,23.07,0.66,0.46,0.67
1.71,2.97,10.61,0.08,0.16,0.23
2.97,4.02,4.605,0.043,0.046,0.076
4.02,5.9,1.984,0.017,0.02,0.029
5.9,7.09,0.9031,0.0118,0.009,0.0134
7.09,8.48,0.5144,0.0076,0.0051,0.0076
8.48,11.0,0.2527,0.0038,0.0025,0.0038
11.0,16.6,0.08921,0.00144,0.00089,0.00133
16.6,22.8,0.02537,0.00063,0.00025,0.00038
22.8,41.9,0.005958,0.000145,6e-05,8.9e-05
1.0,1.71,21.2,0.65,0.42,0.61
1.71,2.97,10.51,0.08,0.16,0.22
2.97,4.02,4.583,0.044,0.046,0.075
4.02,5.9,1.998,0.017,0.02,0.03
5.9,7.09,0.893,0.0119,0.0089,0.0133
7.09,8.48,0.5078,0.0077,0.0051,0.0075
8.48,11.0,0.2637,0.004,0.0026,0.0039
11.0,16.6,0.08698,0.00143,0.00087,0.00129
16.6,22.8,0.02479,0.00062,0.00025,0.00037
22.8,41.9,0.005857,0.000145,5.9e-05,8.7e-05
1.0,1.71,21.75,0.71,0.44,0.63
1.71,2.97,10.6,0.09,0.16,0.22
2.97,4.02,4.594,0.05,0.046,0.075
4.02,5.9,2.018,0.019,0.02,0.03
5.9,7.09,0.8824,0.0123,0.0088,0.0131
7.09,8.48,0.5233,0.0082,0.0052,0.0078
8.48,11.0,0.2597,0.0041,0.0026,0.0039
11.0,16.6,0.09204,0.00154,0.00092,0.00137
16.6,22.8,0.02816,0.0007,0.00028,0.00042
22.8,41.9,0.006299,0.000159,6.3e-05,9.4e-05
1.0,1.71,22.73,0.7,0.45,0.66
1.71,2.97,10.83,0.08,0.16,0.23
2.97,4.02,4.732,0.045,0.047,0.078
4.02,5.9,2.053,0.018,0.021,0.031
5.9,7.09,0.9214,0.0123,0.0092,0.0137
7.09,8.48,0.5471,0.0082,0.0055,0.0081
8.48,11.0,0.2712,0.0041,0.0027,0.004
11.0,16.6,0.09295,0.00151,0.00093,0.00138
16.6,22.8,0.02714,0.00067,0.00027,0.0004
22.8,41.9,0.006627,0.000157,6.6e-05,9.9e-05
1.0,1.71,22.15,0.58,0.44,0.64
1.71,2.97,10.84,0.08,0.16,0.23
2.97,4.02,4.738,0.044,0.047,0.078
4.02,5.9,2.035,0.017,0.02,0.03
5.9,7.09,0.8969,0.0117,0.009,0.0133
7.09,8.48,0.5268,0.0077,0.0053,0.0078
8.48,11.0,0.2659,0.0039,0.0027,0.004
11.0,16.6,0.09184,0.00145,0.00092,0.00137
16.6,22.8,0.02693,0.00065,0.00027,0.0004
22.8,41.9,0.006404,0.00015,6.4e-05,9.5e-05
1.0,1.71,22.44,0.5,0.45,0.65
1.71,2.97,11.01,0.08,0.17,0.23
2.97,4.02,4.822,0.045,0.048,0.079
4.02,5.9,2.042,0.017,0.02,0.03
5.9,7.09,0.9121,0.0118,0.0091,0.0136
7.09,8.48,0.5173,0.0077,0.0052,0.0077
8.48,11.0,0.2733,0.004,0.0027,0.0041
11.0,16.6,0.09365,0.00146,0.00094,0.00139
16.6,22.8,0.02682,0.00064,0.00027,0.0004
22.8,41.9,0.006225,0.000148,6.2e-05,9.3e-05
1.0,1.71,22.85,0.61,0.46,0.66
1.71,2.97,10.83,0.08,0.16,0.23
2.97,4.02,4.707,0.045,0.047,0.077
4.02,5.9,2.014,0.017,0.02,0.03
5.9,7.09,0.9306,0.012,0.0093,0.0138
7.09,8.48,0.5293,0.0078,0.0053,0.0079
8.48,11.0,0.2725,0.004,0.0027,0.0041
11.0,16.6,0.09221,0.00146,0.00092,0.00137
16.6,22.8,0.02778,0.00065,0.00028,0.00041
22.8,41.9,0.00615,0.000148,6.2e-05,9.1e-05
1.0,1.71,22.44,0.54,0.45,0.65
1.71,2.97,10.76,0.08,0.16,0.23
2.97,4.02,4.719,0.044,0.047,0.077
4.02,5.9,2.015,0.017,0.02,0.03
5.9,7.09,0.9036,0.0117,0.009,0.0134
7.09,8.48,0.5319,0.0077,0.0053,0.0079
8.48,11.0,0.2658,0.0039,0.0027,0.004
11.0,16.6,0.09039,0.00143,0.0009,0.00134
16.6,22.8,0.0281,0.00066,0.00028,0.00042
22.8,41.9,0.006052,0.000146,6.1e-05,9e-05
1.0,1.71,22.94,0.56,0.46,0.67
1.71,2.97,10.84,0.08,0.16,0.23
2.97,4.02,4.717,0.044,0.047,0.077
4.02,5.9,2.028,0.017,0.02,0.03
5.9,7.09,0.8964,0.0118,0.009,0.0133
7.09,8.48,0.5286,0.0078,0.0053,0.0079
8.48,11.0,0.2625,0.0039,0.0026,0.0039
11.0,16.6,0.09098,0.00145,0.00091,0.00135
16.6,22.8,0.02815,0.00066,0.00028,0.00042
22.8,41.9,0.006123,0.000148,6.1e-05,9.1e-05
1.0,1.71,22.74,0.45,0.45,0.66
1.71,2.97,11.03,0.08,0.17,0.23
2.97,4.02,4.839,0.045,0.048,0.079
4.02,5.9,2.033,0.017,0.02,0.03
5.9,7.09,0.9129,0.0118,0.0091,0.0136
7.09,8.48,0.5314,0.0078,0.0053,0.0079
8.48,11.0,0.2723,0.004,0.0027,0.004
11.0,16.6,0.09405,0.00147,0.00094,0.0014
16.6,22.8,0.02739,0.00065,0.00027,0.00041
22.8,41.9,0.006369,0.00015,6.4e-05,9.5e-05
1.0,1.71,22.74,0.52,0.45,0.66
1.71,2.97,11.07,0.08,0.17,0.23
2.97,4.02,4.754,0.045,0.048,0.078
4.02,5.9,2.039,0.018,0.02,0.03
5.9,7.09,0.9052,0.0121,0.0091,0.0135
7.09,8.48,0.5254,0.008,0.0053,0.0078
8.48,11.0,0.2692,0.0041,0.0027,0.004
11.0,16.6,0.09217,0.00151,0.00092,0.00137
16.6,22.8,0.02714,0.00067,0.00027,0.0004
22.8,41.9,0.006468,0.000158,6.5e-05,9.6e-05
1.0,1.71,22.59,0.58,0.45,0.66
1.71,2.97,10.97,0.08,0.16,0.23
2.97,4.02,4.739,0.044,0.047,0.078
4.02,5.9,2.033,0.017,0.02,0.03
5.9,7.09,0.9167,0.0117,0.0092,0.0136
7.09,8.48,0.5237,0.0076,0.0052,0.0078
8.48,11.0,0.2622,0.0038,0.0026,0.0039
11.0,16.6,0.09001,0.00142,0.0009,0.00134
16.6,22.8,0.02701,0.00064,0.00027,0.0004
22.8,41.9,0.006333,0.000149,6.3e-05,9.4e-05
1.0,1.71,22.61,0.75,0.45,0.66
1.71,2.97,10.36,0.08,0.16,0.22
2.97,4.02,4.582,0.044,0.046,0.075
4.02,5.9,1.932,0.017,0.019,0.029
5.9,7.09,0.8839,0.0117,0.0088,0.0131
7.09,8.48,0.5257,0.0078,0.0053,0.0078
8.48,11.0,0.2527,0.0038,0.0025,0.0038
11.0,16.6,0.09071,0.00145,0.00091,0.00135
16.6,22.8,0.02558,0.00063,0.00026,0.00038
22.8,41.9,0.006109,0.000148,6.1e-05,9.1e-05
1.0,1.71,21.23,0.5,0.42,0.62
1.71,2.97,10.39,0.08,0.16,0.22
2.97,4.02,4.612,0.044,0.046,0.076
4.02,5.9,1.975,0.017,0.02,0.029
5.9,7.09,0.8782,0.0118,0.0088,0.0131
7.09,8.48,0.5081,0.0078,0.0051,0.0076
8.48,11.0,0.2601,0.004,0.0026,0.0039
11.0,16.6,0.08659,0.00144,0.00087,0.00129
16.6,22.8,0.02707,0.00066,0.00027,0.0004
22.8,41.9,0.006149,0.00015,6.1e-05,9.1e-05
1.0,1.71,21.56,0.62,0.43,0.63
1.71,2.97,10.62,0.08,0.16,0.23
2.97,4.02,4.506,0.043,0.045,0.074
4.02,5.9,1.94,0.017,0.019,0.029
5.9,7.09,0.8897,0.0117,0.0089,0.0132
7.09,8.48,0.5,0.0075,0.005,0.0074
8.48,11.0,0.2659,0.0039,0.0027,0.004
11.0,16.6,0.09129,0.00145,0.00091,0.00136
16.6,22.8,0.02602,0.00064,0.00026,0.00039
22.8,41.9,0.006188,0.000149,6.2e-05,9.2e-05
1.0,1.71,21.35,0.49,0.43,0.62
1.71,2.97,10.28,0.1,0.15,0.22
2.97,4.02,4.601,0.056,0.046,0.075
4.02,5.9,2.004,0.022,0.02,0.03
5.9,7.09,0.8987,0.0155,0.009,0.0134
7.09,8.48,0.5256,0.0103,0.0053,0.0078
8.48,11.0,0.2681,0.0052,0.0027,0.004
11.0,16.6,0.09111,0.00194,0.00091,0.00135
16.6,22.8,0.02826,0.00089,0.00028,0.00042
22.8,41.9,0.005885,0.000194,5.9e-05,8.7e-05
1.0,1.71,21.53,0.6,0.43,0.62
1.71,2.97,10.39,0.08,0.16,0.22
2.97,4.02,4.583,0.046,0.046,0.075
4.02,5.9,1.997,0.018,0.02,0.03
5.9,7.09,0.8885,0.0121,0.0089,0.0132
7.09,8.48,0.5191,0.008,0.0052,0.0077
8.48,11.0,0.2647,0.004,0.0026,0.0039
11.0,16.6,0.092,0.0015,0.00092,0.00137
16.6,22.8,0.02647,0.00066,0.00026,0.00039
22.8,41.9,0.005873,0.00015,5.9e-05,8.7e-05
1.0,1.71,22.34,0.59,0.45,0.65
1.71,2.97,10.59,0.08,0.16,0.22
2.97,4.02,4.574,0.044,0.046,0.075
4.02,5.9,1.981,0.017,0.02,0.029
5.9,7.09,0.8892,0.0118,0.0089,0.0132
7.09,8.48,0.5101,0.0077,0.0051,0.0076
8.48,11.0,0.2647,0.0039,0.0026,0.0039
11.0,16.6,0.09068,0.00145,0.00091,0.00135
16.6,22.8,0.02627,0.00064,0.00026,0.00039
22.8,41.9,0.006068,0.000149,6.1e-05,9e-05
1.0,1.71,17.57,0.52,0.35,0.51
1.71,2.97,8.975,0.073,0.135,0.19
2.97,4.02,3.975,0.041,0.04,0.065
4.02,5.9,1.766,0.016,0.018,0.026
5.9,7.09,0.8276,0.0115,0.0083,0.0123
7.09,8.48,0.4881,0.0076,0.0049,0.0073
8.48,11.0,0.2498,0.0039,0.0025,0.0037
11.0,16.6,0.08512,0.00143,0.00085,0.00127
16.6,22.8,0.02541,0.00064,0.00025,0.00038
22.8,41.9,0.006126,0.00015,6.1e-05,9.1e-05
1.0,1.71,19.23,0.55,0.38,0.56
1.71,2.97,9.225,0.082,0.138,0.196
2.97,4.02,4.189,0.045,0.042,0.069
4.02,5.9,1.819,0.017,0.018,0.027
5.9,7.09,0.8451,0.0119,0.0085,0.0126
7.09,8.48,0.4809,0.0077,0.0048,0.0071
8.48,11.0,0.253,0.004,0.0025,0.0038
11.0,16.6,0.08797,0.00147,0.00088,0.00131
16.6,22.8,0.02773,0.00068,0.00028,0.00041
22.8,41.9,0.006247,0.000159,6.2e-05,9.3e-05
1.0,1.71,19.93,0.5,0.4,0.58
1.71,2.97,10.18,0.08,0.15,0.22
2.97,4.02,4.471,0.043,0.045,0.073
4.02,5.9,1.897,0.017,0.019,0.028
5.9,7.09,0.8613,0.0117,0.0086,0.0128
7.09,8.48,0.5073,0.0077,0.0051,0.0075
8.48,11.0,0.2609,0.0039,0.0026,0.0039
11.0,16.6,0.08871,0.00145,0.00089,0.00132
16.6,22.8,0.02664,0.00065,0.00027,0.0004
22.8,41.9,0.006076,0.00015,6.1e-05,9e-05
1.0,1.71,20.91,0.66,0.42,0.61
1.71,2.97,10.44,0.08,0.16,0.22
2.97,4.02,4.587,0.044,0.046,0.075
4.02,5.9,1.976,0.017,0.02,0.029
5.9,7.09,0.8641,0.0116,0.0086,0.0128
7.09,8.48,0.5185,0.0077,0.0052,0.0077
8.48,11.0,0.2581,0.0039,0.0026,0.0038
11.0,16.6,0.08828,0.00144,0.00088,0.00131
16.6,22.8,0.02644,0.00065,0.00026,0.00039
22.8,41.9,0.006014,0.000148,6e-05,8.9e-05
1.0,1.71,22.06,0.54,0.44,0.64
1.71,2.97,10.67,0.08,0.16,0.23
2.97,4.02,4.638,0.046,0.046,0.076
4.02,5.9,2.035,0.018,0.02,0.03
5.9,7.09,0.9075,0.0123,0.0091,0.0135
7.09,8.48,0.5171,0.008,0.0052,0.0077
8.48,11.0,0.2605,0.004,0.0026,0.0039
11.0,16.6,0.09181,0.00151,0.00092,0.00136
16.6,22.8,0.02738,0.00067,0.00027,0.00041
22.8,41.9,0.006049,0.000152,6e-05,9e-05
1.0,1.71,21.99,0.54,0.44,0.64
1.71,2.97,10.98,0.08,0.16,0.23
2.97,4.02,4.754,0.044,0.048,0.078
4.02,5.9,2.055,0.018,0.021,0.031
5.9,7.09,0.9119,0.0121,0.0091,0.0136
7.09,8.48,0.5201,0.0079,0.0052,0.0077
8.48,11.0,0.2626,0.004,0.0026,0.0039
11.0,16.6,0.08969,0.00147,0.0009,0.00133
16.6,22.8,0.02562,0.00064,0.00026,0.00038
22.8,41.9,0.006025,0.000149,6e-05,9e-05
1.0,1.71,22.61,0.49,0.45,0.66
1.71,2.97,11.22,0.08,0.17,0.24
2.97,4.02,4.796,0.044,0.048,0.079
4.02,5.9,2.089,0.017,0.021,0.031
5.9,7.09,0.9163,0.0117,0.0092,0.0136
7.09,8.48,0.5436,0.0078,0.0054,0.0081
8.48,11.0,0.2642,0.0039,0.0026,0.0039
11.0,16.6,0.09162,0.00144,0.00092,0.00136
16.6,22.8,0.02734,0.00065,0.00027,0.00041
22.8,41.9,0.005887,0.000145,5.9e-05,8.8e-05
1.0,1.71,23.45,0.52,0.47,0.68
1.71,2.97,11.21,0.08,0.17,0.24
2.97,4.02,4.921,0.045,0.049,0.081
4.02,5.9,2.083,0.017,0.021,0.031
5.9,7.09,0.9301,0.0118,0.0093,0.0138
7.09,8.48,0.5414,0.0078,0.0054,0.008
8.48,11.0,0.2729,0.0039,0.0027,0.0041
11.0,16.6,0.08976,0.00142,0.0009,0.00133
16.6,22.8,0.02735,0.00064,0.00027,0.00041
22.8,41.9,0.006304,0.000148,6.3e-05,9.4e-05
1.0,1.71,23.34,0.6,0.47,0.68
1.71,2.97,11.25,0.08,0.17,0.24
2.97,4.02,4.928,0.045,0.049,0.081
4.02,5.9,2.084,0.018,0.021,0.031
5.9,7.09,0.9255,0.012,0.0093,0.0138
7.09,8.48,0.5483,0.008,0.0055,0.0082
8.48,11.0,0.2774,0.0041,0.0028,0.0041
11.0,16.6,0.08917,0.00145,0.00089,0.00133
16.6,22.8,0.02656,0.00065,0.00027,0.00039
22.8,41.9,0.005961,0.000147,6e-05,8.9e-05
1.0,1.71,22.69,0.48,0.45,0.66
1.71,2.97,10.98,0.08,0.16,0.23
2.97,4.02,4.778,0.045,0.048,0.078
4.02,5.9,2.016,0.017,0.02,0.03
5.9,7.09,0.9134,0.0118,0.0091,0.0136
7.09,8.48,0.529,0.0077,0.0053,0.0079
8.48,11.0,0.2719,0.004,0.0027,0.004
11.0,16.6,0.09181,0.00145,0.00092,0.00136
16.6,22.8,0.02699,0.00064,0.00027,0.0004
22.8,41.9,0.005929,0.000145,5.9e-05,8.8e-05
1.0,1.71,22.61,0.43,0.45,0.66
1.71,2.97,11.06,0.08,0.17,0.23
2.97,4.02,4.772,0.043,0.048,0.078
4.02,5.9,2.038,0.017,0.02,0.03
5.9,7.09,0.8856,0.0115,0.0089,0.0132
7.09,8.48,0.5219,0.0076,0.0052,0.0078
8.48,11.0,0.2667,0.0039,0.0027,0.004
11.0,16.6,0.09164,0.00144,0.00092,0.00136
16.6,22.8,0.02546,0.00062,0.00025,0.00038
22.8,41.9,0.006415,0.00015,6.4e-05,9.5e-05
1.0,1.71,22.12,0.7,0.44,0.64
1.71,2.97,10.8,0.08,0.16,0.23
2.97,4.02,4.643,0.044,0.046,0.076
4.02,5.9,2.022,0.018,0.02,0.03
5.9,7.09,0.8988,0.0123,0.009,0.0134
7.09,8.48,0.5305,0.0082,0.0053,0.0079
8.48,11.0,0.2685,0.0042,0.0027,0.004
11.0,16.6,0.09207,0.00155,0.00092,0.00137
16.6,22.8,0.02704,0.0007,0.00027,0.0004
22.8,41.9,0.006131,0.000159,6.1e-05,9.1e-05
1.0,1.71,22.39,0.46,0.45,0.65
1.71,2.97,10.71,0.08,0.16,0.23
2.97,4.02,4.664,0.044,0.047,0.077
4.02,5.9,2.003,0.017,0.02,0.03
5.9,7.09,0.8917,0.0116,0.0089,0.0133
7.09,8.48,0.5185,0.0076,0.0052,0.0077
8.48,11.0,0.2664,0.0039,0.0027,0.004
11.0,16.6,0.09165,0.00144,0.00092,0.00136
16.6,22.8,0.02631,0.00064,0.00026,0.00039
22.8,41.9,0.006662,0.000154,6.7e-05,9.9e-05
1.0,1.71,22.49,0.59,0.45,0.65
1.71,2.97,10.79,0.08,0.16,0.23
2.97,4.02,4.64,0.044,0.046,0.076
4.02,5.9,2.014,0.017,0.02,0.03
5.9,7.09,0.9007,0.0119,0.009,0.0134
7.09,8.48,0.5177,0.0077,0.0052,0.0077
8.48,11.0,0.2674,0.004,0.0027,0.004
11.0,16.6,0.09001,0.00145,0.0009,0.00134
16.6,22.8,0.02724,0.00065,0.00027,0.0004
22.8,41.9,0.006171,0.000149,6.2e-05,9.2e-05
1.0,1.71,23.75,0.76,0.48,0.69
1.71,2.97,11.21,0.19,0.17,0.24
2.97,4.02,4.74,0.092,0.047,0.078
4.02,5.9,1.999,0.036,0.02,0.03
5.9,7.09,0.902,0.0243,0.009,0.0134
7.09,8.48,0.5276,0.0158,0.0053,0.0078
8.48,11.0,0.2703,0.0078,0.0027,0.004
11.0,16.6,0.09274,0.00279,0.00093,0.00138
16.6,22.8,0.02664,0.00124,0.00027,0.0004
22.8,41.9,0.006318,0.000316,6.3e-05,9.4e-05
1.0,1.71,22.5,0.61,0.45,0.65
1.71,2.97,10.95,0.1,0.16,0.23
2.97,4.02,4.777,0.053,0.048,0.078
4.02,5.9,2.059,0.02,0.021,0.031
5.9,7.09,0.9247,0.0133,0.0092,0.0137
7.09,8.48,0.5262,0.0086,0.0053,0.0078
8.48,11.0,0.266,0.0043,0.0027,0.004
11.0,16.6,0.09094,0.00159,0.00091,0.00135
16.6,22.8,0.02696,0.00071,0.00027,0.0004
22.8,41.9,0.006141,0.000164,6.1e-05,9.1e-05
1.0,1.71,23.82,0.62,0.48,0.69
1.71,2.97,11.08,0.08,0.17,0.23
2.97,4.02,4.771,0.044,0.048,0.078
4.02,5.9,2.072,0.017,0.021,0.031
5.9,7.09,0.9291,0.0118,0.0093,0.0138
7.09,8.48,0.5464,0.0078,0.0055,0.0081
8.48,11.0,0.2677,0.0039,0.0027,0.004
11.0,16.6,0.09361,0.00146,0.00094,0.00139
16.6,22.8,0.02591,0.00063,0.00026,0.00039
22.8,41.9,0.006403,0.000149,6.4e-05,9.5e-05
1.0,1.71,21.59,0.46,0.43,0.63
1.71,2.97,10.97,0.08,0.16,0.23
2.97,4.02,4.694,0.044,0.047,0.077
4.02,5.9,2.018,0.017,0.02,0.03
5.9,7.09,0.9095,0.0117,0.0091,0.0135
7.09,8.48,0.5216,0.0077,0.0052,0.0078
8.48,11.0,0.2666,0.0039,0.0027,0.004
11.0,16.6,0.09175,0.00145,0.00092,0.00136
16.6,22.8,0.02669,0.00064,0.00027,0.0004
22.8,41.9,0.006234,0.000147,6.2e-05,9.3e-05
1.0,1.71,22.81,0.5,0.46,0.66
1.71,2.97,10.77,0.08,0.16,0.23
2.97,4.02,4.695,0.043,0.047,0.077
4.02,5.9,2.037,0.017,0.02,0.03
5.9,7.09,0.9153,0.012,0.0092,0.0136
7.09,8.48,0.5124,0.0078,0.0051,0.0076
8.48,11.0,0.2719,0.004,0.0027,0.004
11.0,16.6,0.09168,0.00148,0.00092,0.00136
16.6,22.8,0.02751,0.00067,0.00028,0.00041
22.8,41.9,0.006173,0.000151,6.2e-05,9.2e-05
1.0,1.71,23.24,0.66,0.46,0.67
1.71,2.97,10.95,0.08,0.16,0.23
2.97,4.02,4.735,0.044,0.047,0.078
4.02,5.9,2.02,0.017,0.02,0.03
5.9,7.09,0.9175,0.0118,0.0092,0.0136
7.09,8.48,0.5286,0.0077,0.0053,0.0079
8.48,11.0,0.2677,0.0039,0.0027,0.004
11.0,16.6,0.09093,0.00144,0.00091,0.00135
16.6,22.8,0.02668,0.00064,0.00027,0.0004
22.8,41.9,0.006221,0.00015,6.2e-05,9.3e-05
1.0,1.71,23.38,0.46,0.47,0.68
1.71,2.97,10.75,0.08,0.16,0.23
2.97,4.02,4.793,0.044,0.048,0.079
4.02,5.9,2.003,0.017,0.02,0.03
5.9,7.09,0.9059,0.0116,0.0091,0.0135
7.09,8.48,0.5266,0.0076,0.0053,0.0078
8.48,11.0,0.2622,0.0038,0.0026,0.0039
11.0,16.6,0.09435,0.00145,0.00094,0.0014
16.6,22.8,0.02681,0.00064,0.00027,0.0004
22.8,41.9,0.006294,0.000148,6.3e-05,9.4e-05
1.0,1.71,21.66,0.48,0.43,0.63
1.71,2.97,10.51,0.08,0.16,0.22
2.97,4.02,4.744,0.043,0.047,0.078
4.02,5.9,2.012,0.017,0.02,0.03
5.9,7.09,0.9077,0.0117,0.0091,0.0135
7.09,8.48,0.5309,0.0077,0.0053,0.0079
8.48,11.0,0.2622,0.0039,0.0026,0.0039
11.0,16.6,0.09218,0.00144,0.00092,0.00137
16.6,22.8,0.02752,0.00065,0.00028,0.00041
22.8,41.9,0.006302,0.000148,6.3e-05,9.4e-05
1.0,1.71,22.83,0.88,0.46,0.66
1.71,2.97,10.59,0.08,0.16,0.22
2.97,4.02,4.538,0.045,0.045,0.074
4.02,5.9,1.989,0.017,0.02,0.03
5.9,7.09,0.8759,0.0117,0.0088,0.013
7.09,8.48,0.5106,0.0077,0.0051,0.0076
8.48,11.0,0.258,0.0039,0.0026,0.0038
11.0,16.6,0.08864,0.00145,0.00089,0.00132
16.6,22.8,0.02543,0.00063,0.00025,0.00038
22.8,41.9,0.005887,0.000145,5.9e-05,8.8e-05
1.0,1.71,22.09,0.41,0.44,0.64
1.71,2.97,10.51,0.08,0.16,0.22
2.97,4.02,4.653,0.042,0.047,0.076
4.02,5.9,1.988,0.017,0.02,0.03
5.9,7.09,0.901,0.0115,0.009,0.0134
7.09,8.48,0.5128,0.0076,0.0051,0.0076
8.48,11.0,0.2602,0.0038,0.0026,0.0039
11.0,16.6,0.08979,0.00143,0.0009,0.00133
16.6,22.8,0.02657,0.00064,0.00027,0.00039
22.8,41.9,0.006232,0.000149,6.2e-05,9.3e-05
1.0,1.71,21.16,0.47,0.42,0.61
1.71,2.97,10.41,0.07,0.16,0.22
2.97,4.02,4.666,0.043,0.047,0.077
4.02,5.9,2.002,0.017,0.02,0.03
5.9,7.09,0.8869,0.0119,0.0089,0.0132
7.09,8.48,0.5236,0.0079,0.0052,0.0078
8.48,11.0,0.2649,0.004,0.0026,0.0039
11.0,16.6,0.09128,0.00148,0.00091,0.00136
16.6,22.8,0.02619,0.00065,0.00026,0.00039
22.8,41.9,0.00581,0.000147,5.8e-05,8.6e-05
1.0,1.71,22.63,0.78,0.45,0.66
1.71,2.97,10.87,0.08,0.16,0.23
2.97,4.02,4.675,0.043,0.047,0.077
4.02,5.9,2.019,0.017,0.02,0.03
5.9,7.09,0.9176,0.0117,0.0092,0.0136
7.09,8.48,0.5234,0.0076,0.0052,0.0078
8.48,11.0,0.2621,0.0039,0.0026,0.0039
11.0,16.6,0.0897,0.00142,0.0009,0.00133
16.6,22.8,0.02884,0.00066,0.00029,0.00043
